# TITLE= "qso_100.lineH1.4-2.dat"
# Coord_Sys CYLIND
x z var inwind i j
2.2142e+16 4.4283e+14 0.00000e+00  -2   0   0
2.2142e+16 9.0715e+14 0.00000e+00  -1   0   1
2.2142e+16 9.5115e+14 0.00000e+00  -1   0   2
2.2142e+16 9.9729e+14 0.00000e+00  -1   0   3
2.2142e+16 1.0457e+15 0.00000e+00  -1   0   4
2.2142e+16 1.0964e+15 0.00000e+00  -1   0   5
2.2142e+16 1.1496e+15 0.00000e+00  -1   0   6
2.2142e+16 1.2053e+15 0.00000e+00  -1   0   7
2.2142e+16 1.2638e+15 0.00000e+00  -1   0   8
2.2142e+16 1.3251e+15 0.00000e+00  -1   0   9
2.2142e+16 1.3894e+15 0.00000e+00  -1   0  10
2.2142e+16 1.4568e+15 0.00000e+00  -1   0  11
2.2142e+16 1.5275e+15 0.00000e+00  -1   0  12
2.2142e+16 1.6016e+15 0.00000e+00  -1   0  13
2.2142e+16 1.6793e+15 0.00000e+00  -1   0  14
2.2142e+16 1.7607e+15 0.00000e+00  -1   0  15
2.2142e+16 1.8461e+15 0.00000e+00  -1   0  16
2.2142e+16 1.9357e+15 0.00000e+00  -1   0  17
2.2142e+16 2.0296e+15 0.00000e+00  -1   0  18
2.2142e+16 2.1280e+15 0.00000e+00  -1   0  19
2.2142e+16 2.2313e+15 0.00000e+00  -1   0  20
2.2142e+16 2.3395e+15 0.00000e+00  -1   0  21
2.2142e+16 2.4530e+15 0.00000e+00  -1   0  22
2.2142e+16 2.5720e+15 0.00000e+00  -1   0  23
2.2142e+16 2.6967e+15 0.00000e+00  -1   0  24
2.2142e+16 2.8276e+15 0.00000e+00  -1   0  25
2.2142e+16 2.9647e+15 0.00000e+00  -1   0  26
2.2142e+16 3.1085e+15 0.00000e+00  -1   0  27
2.2142e+16 3.2593e+15 0.00000e+00  -1   0  28
2.2142e+16 3.4174e+15 0.00000e+00  -1   0  29
2.2142e+16 3.5832e+15 0.00000e+00  -1   0  30
2.2142e+16 3.7570e+15 0.00000e+00  -1   0  31
2.2142e+16 3.9393e+15 0.00000e+00  -1   0  32
2.2142e+16 4.1304e+15 0.00000e+00  -1   0  33
2.2142e+16 4.3307e+15 0.00000e+00  -1   0  34
2.2142e+16 4.5408e+15 0.00000e+00  -1   0  35
2.2142e+16 4.7611e+15 0.00000e+00  -1   0  36
2.2142e+16 4.9920e+15 0.00000e+00  -1   0  37
2.2142e+16 5.2342e+15 0.00000e+00  -1   0  38
2.2142e+16 5.4881e+15 0.00000e+00  -1   0  39
2.2142e+16 5.7543e+15 0.00000e+00  -1   0  40
2.2142e+16 6.0335e+15 0.00000e+00  -1   0  41
2.2142e+16 6.3262e+15 0.00000e+00  -1   0  42
2.2142e+16 6.6330e+15 0.00000e+00  -1   0  43
2.2142e+16 6.9548e+15 0.00000e+00  -1   0  44
2.2142e+16 7.2922e+15 0.00000e+00  -1   0  45
2.2142e+16 7.6459e+15 0.00000e+00  -1   0  46
2.2142e+16 8.0168e+15 0.00000e+00  -1   0  47
2.2142e+16 8.4057e+15 0.00000e+00  -1   0  48
2.2142e+16 8.8134e+15 0.00000e+00  -1   0  49
2.2142e+16 9.2410e+15 0.00000e+00  -1   0  50
2.2142e+16 9.6892e+15 0.00000e+00  -1   0  51
2.2142e+16 1.0159e+16 0.00000e+00  -1   0  52
2.2142e+16 1.0652e+16 0.00000e+00  -1   0  53
2.2142e+16 1.1169e+16 0.00000e+00  -1   0  54
2.2142e+16 1.1711e+16 0.00000e+00  -1   0  55
2.2142e+16 1.2279e+16 0.00000e+00  -1   0  56
2.2142e+16 1.2874e+16 0.00000e+00  -1   0  57
2.2142e+16 1.3499e+16 0.00000e+00  -1   0  58
2.2142e+16 1.4154e+16 0.00000e+00  -1   0  59
2.2142e+16 1.4840e+16 0.00000e+00  -1   0  60
2.2142e+16 1.5560e+16 0.00000e+00  -1   0  61
2.2142e+16 1.6315e+16 0.00000e+00  -1   0  62
2.2142e+16 1.7106e+16 0.00000e+00  -1   0  63
2.2142e+16 1.7936e+16 0.00000e+00  -1   0  64
2.2142e+16 1.8806e+16 0.00000e+00  -1   0  65
2.2142e+16 1.9718e+16 0.00000e+00  -1   0  66
2.2142e+16 2.0675e+16 0.00000e+00  -1   0  67
2.2142e+16 2.1678e+16 0.00000e+00  -1   0  68
2.2142e+16 2.2730e+16 0.00000e+00  -1   0  69
2.2142e+16 2.3832e+16 0.00000e+00  -1   0  70
2.2142e+16 2.4988e+16 0.00000e+00  -1   0  71
2.2142e+16 2.6200e+16 0.00000e+00  -1   0  72
2.2142e+16 2.7471e+16 0.00000e+00  -1   0  73
2.2142e+16 2.8804e+16 0.00000e+00  -1   0  74
2.2142e+16 3.0201e+16 0.00000e+00  -1   0  75
2.2142e+16 3.1666e+16 0.00000e+00  -1   0  76
2.2142e+16 3.3202e+16 0.00000e+00  -1   0  77
2.2142e+16 3.4813e+16 0.00000e+00  -1   0  78
2.2142e+16 3.6502e+16 0.00000e+00  -1   0  79
2.2142e+16 3.8272e+16 0.00000e+00  -1   0  80
2.2142e+16 4.0129e+16 0.00000e+00  -1   0  81
2.2142e+16 4.2075e+16 0.00000e+00  -1   0  82
2.2142e+16 4.4117e+16 0.00000e+00  -1   0  83
2.2142e+16 4.6257e+16 0.00000e+00  -1   0  84
2.2142e+16 4.8500e+16 0.00000e+00  -1   0  85
2.2142e+16 5.0853e+16 0.00000e+00  -1   0  86
2.2142e+16 5.3320e+16 0.00000e+00  -1   0  87
2.2142e+16 5.5907e+16 0.00000e+00  -1   0  88
2.2142e+16 5.8619e+16 0.00000e+00  -1   0  89
2.2142e+16 6.1462e+16 0.00000e+00  -1   0  90
2.2142e+16 6.4444e+16 0.00000e+00  -1   0  91
2.2142e+16 6.7570e+16 0.00000e+00  -1   0  92
2.2142e+16 7.0847e+16 0.00000e+00  -1   0  93
2.2142e+16 7.4284e+16 0.00000e+00  -1   0  94
2.2142e+16 7.7888e+16 0.00000e+00  -1   0  95
2.2142e+16 8.1666e+16 0.00000e+00  -1   0  96
2.2142e+16 8.5627e+16 0.00000e+00  -1   0  97
2.2142e+16 8.9781e+16 0.00000e+00  -1   0  98
2.2142e+16 9.4136e+16 0.00000e+00  -1   0  99
2.2142e+16 9.8703e+16 0.00000e+00  -1   0 100
2.2142e+16 1.0349e+17 0.00000e+00  -1   0 101
